,target_phishYN,prediction,rounded,acc_phish,acc_file
12905,1,0.3444627,1,0.910837438,0.835447727
12908,0,0.33396024,1,0.910837438,0.835447727
12919,1,0.5309577,1,0.910837438,0.835447727
12926,0,0.04736106,0,0.910837438,0.835447727
12930,0,0.046554703,0,0.910837438,0.835447727
12948,0,0.008578366,0,0.910837438,0.835447727
12950,0,0.03256072,0,0.910837438,0.835447727
12963,0,0.004955754,0,0.910837438,0.835447727
12971,0,0.093513645,0,0.910837438,0.835447727
12989,0,0.41895404,1,0.910837438,0.835447727
12997,0,0.25437587,0,0.910837438,0.835447727
12999,0,0.40320337,1,0.910837438,0.835447727
13007,0,0.001289538,0,0.910837438,0.835447727
13021,1,0.4782936,1,0.910837438,0.835447727
13036,0,0,0,0.910837438,0.835447727
13037,0,0,0,0.910837438,0.835447727
13041,0,0.55730265,1,0.910837438,0.835447727
13047,0,0,0,0.910837438,0.835447727
13056,0,0,0,0.910837438,0.835447727
13068,0,0,0,0.910837438,0.835447727
13072,0,0,0,0.910837438,0.835447727
13074,0,0.02255201,0,0.910837438,0.835447727
13077,0,0,0,0.910837438,0.835447727
13088,0,0,0,0.910837438,0.835447727
13106,0,0,0,0.910837438,0.835447727
13109,0,0,0,0.910837438,0.835447727
13128,0,0,0,0.910837438,0.835447727
13133,0,0,0,0.910837438,0.835447727
13136,0,0,0,0.910837438,0.835447727
13141,0,0,0,0.910837438,0.835447727
13144,0,0,0,0.910837438,0.835447727
13165,0,0,0,0.910837438,0.835447727
13166,0,0,0,0.910837438,0.835447727
13185,0,0,0,0.910837438,0.835447727
13187,0,0,0,0.910837438,0.835447727
13196,0,0,0,0.910837438,0.835447727
13212,0,0,0,0.910837438,0.835447727
13218,0,0,0,0.910837438,0.835447727
13232,0,0,0,0.910837438,0.835447727
13234,0,0,0,0.910837438,0.835447727
13237,0,0,0,0.910837438,0.835447727
13240,0,0,0,0.910837438,0.835447727
13241,0,0,0,0.910837438,0.835447727
13244,0,0,0,0.910837438,0.835447727
13280,0,0,0,0.910837438,0.835447727
13282,0,0,0,0.910837438,0.835447727
13294,0,0,0,0.910837438,0.835447727
13301,0,0,0,0.910837438,0.835447727
13306,0,0,0,0.910837438,0.835447727
13312,0,0,0,0.910837438,0.835447727
13321,0,0,0,0.910837438,0.835447727
13328,0,0,0,0.910837438,0.835447727
13351,0,0,0,0.910837438,0.835447727
13355,0,0,0,0.910837438,0.835447727
13357,0,0,0,0.910837438,0.835447727
13364,0,0,0,0.910837438,0.835447727
13367,0,0,0,0.910837438,0.835447727
13368,0,0,0,0.910837438,0.835447727
13384,0,0,0,0.910837438,0.835447727
13404,0,0,0,0.910837438,0.835447727
13421,0,0,0,0.910837438,0.835447727
13442,0,0.20540236,0,0.910837438,0.835447727
13453,0,0.00083866,0,0.910837438,0.835447727
13471,0,0.521856,1,0.910837438,0.835447727
13495,0,4.70E-26,0,0.910837438,0.835447727
13552,0,0.007623619,0,0.910837438,0.835447727
13561,0,0,0,0.910837438,0.835447727
13563,0,0.029277775,0,0.910837438,0.835447727
13573,0,0.000119721,0,0.910837438,0.835447727
13599,1,0.44601646,1,0.910837438,0.835447727
13606,0,0,0,0.910837438,0.835447727
13616,0,0.044383142,0,0.910837438,0.835447727
13626,0,0.11250931,0,0.910837438,0.835447727
13646,0,0,0,0.910837438,0.835447727
13657,0,0.47728497,1,0.910837438,0.835447727
13666,0,0.05639886,0,0.910837438,0.835447727
13694,1,0.46228668,1,0.910837438,0.835447727
13700,0,0,0,0.910837438,0.835447727
13701,0,0,0,0.910837438,0.835447727
13708,0,0.000377923,0,0.910837438,0.835447727
13710,0,0.001437156,0,0.910837438,0.835447727
13717,0,7.61E-06,0,0.910837438,0.835447727
13732,0,0,0,0.910837438,0.835447727
13749,0,0.001202367,0,0.910837438,0.835447727
13752,0,0.000259521,0,0.910837438,0.835447727
13757,1,0.4324508,1,0.910837438,0.835447727
13768,0,7.45E-27,0,0.910837438,0.835447727
13782,0,0.004945573,0,0.910837438,0.835447727
13785,0,0,0,0.910837438,0.835447727
13790,0,0,0,0.910837438,0.835447727
13796,0,2.13E-06,0,0.910837438,0.835447727
13805,0,0.5086635,1,0.910837438,0.835447727
13813,0,0.000500048,0,0.910837438,0.835447727
13840,1,0.5187682,1,0.910837438,0.835447727
13845,0,0.031125367,0,0.910837438,0.835447727
13852,0,0.023238698,0,0.910837438,0.835447727
13873,0,0,0,0.910837438,0.835447727
13897,0,0.5112885,1,0.910837438,0.835447727
13900,1,0.27096197,0,0.910837438,0.835447727
13901,0,0.001182667,0,0.910837438,0.835447727
13903,0,0,0,0.910837438,0.835447727
13904,1,0.50846195,1,0.910837438,0.835447727
13919,0,0.018215518,0,0.910837438,0.835447727
13921,0,0.014293377,0,0.910837438,0.835447727
13926,0,0.000287844,0,0.910837438,0.835447727
13943,0,0.10265652,0,0.910837438,0.835447727
13956,1,0.47582403,1,0.910837438,0.835447727
13973,1,0.018017858,0,0.910837438,0.835447727
13989,0,0,0,0.910837438,0.835447727
13991,0,0.00014597,0,0.910837438,0.835447727
14007,1,0.51889277,1,0.910837438,0.835447727
14008,1,0.47400197,1,0.910837438,0.835447727
14011,0,0.044689897,0,0.910837438,0.835447727
14017,0,0.04263629,0,0.910837438,0.835447727
14039,1,0.17054728,0,0.910837438,0.835447727
14045,0,6.60E-06,0,0.910837438,0.835447727
14047,0,1.09E-05,0,0.910837438,0.835447727
14070,1,0.53438824,1,0.910837438,0.835447727
14089,0,0,0,0.910837438,0.835447727
14103,0,0,0,0.910837438,0.835447727
14109,0,0,0,0.910837438,0.835447727
14113,0,0,0,0.910837438,0.835447727
14129,0,0.009533606,0,0.910837438,0.835447727
14137,0,9.14E-31,0,0.910837438,0.835447727
14169,0,0,0,0.910837438,0.835447727
14170,0,0,0,0.910837438,0.835447727
14195,0,1.48E-08,0,0.910837438,0.835447727
14204,0,0,0,0.910837438,0.835447727
14205,0,0,0,0.910837438,0.835447727
14208,0,0,0,0.910837438,0.835447727
14211,0,0,0,0.910837438,0.835447727
14216,0,0.013437298,0,0.910837438,0.835447727
14232,0,3.03E-14,0,0.910837438,0.835447727
14233,0,1.58E-14,0,0.910837438,0.835447727
14243,1,0.50448954,1,0.910837438,0.835447727
14260,0,0.39213666,1,0.910837438,0.835447727
14272,0,0.001954751,0,0.910837438,0.835447727
14276,0,0.000756151,0,0.910837438,0.835447727
14277,0,0.000659512,0,0.910837438,0.835447727
14296,0,0.24433745,0,0.910837438,0.835447727
14300,0,0.26061785,0,0.910837438,0.835447727
14301,0,0.09307123,0,0.910837438,0.835447727
14302,1,0.51455176,1,0.910837438,0.835447727
14305,0,0,0,0.910837438,0.835447727
14317,0,0.08369514,0,0.910837438,0.835447727
14320,0,0.00525863,0,0.910837438,0.835447727
14329,0,0,0,0.910837438,0.835447727
14335,0,0,0,0.910837438,0.835447727
14340,0,0,0,0.910837438,0.835447727
14350,0,0,0,0.910837438,0.835447727
14375,0,0,0,0.910837438,0.835447727
14389,0,0,0,0.910837438,0.835447727
14393,0,0.47414348,1,0.910837438,0.835447727
14395,0,0.002178866,0,0.910837438,0.835447727
14412,0,0.17087464,0,0.910837438,0.835447727
14413,0,0,0,0.910837438,0.835447727
14416,0,0,0,0.910837438,0.835447727
14417,0,0,0,0.910837438,0.835447727
14430,0,0.21881457,0,0.910837438,0.835447727
14452,0,0.04836998,0,0.910837438,0.835447727
14459,0,0.018440973,0,0.910837438,0.835447727
14469,0,0,0,0.910837438,0.835447727
14492,0,1.42E-21,0,0.910837438,0.835447727
14504,1,0.47745275,1,0.910837438,0.835447727
14505,1,0.55730265,1,0.910837438,0.835447727
14511,1,0.41099116,1,0.910837438,0.835447727
14534,1,0.5255767,1,0.910837438,0.835447727
14547,1,0.49415305,1,0.910837438,0.835447727
14554,1,0.5409226,1,0.910837438,0.835447727
14556,1,0.5568267,1,0.910837438,0.835447727
14557,1,0.54821414,1,0.910837438,0.835447727
14571,1,0.53585714,1,0.910837438,0.835447727
14579,1,0.55730265,1,0.910837438,0.835447727
14580,1,0.554162,1,0.910837438,0.835447727
14624,1,0.52696687,1,0.910837438,0.835447727
14628,1,0.55730265,1,0.910837438,0.835447727
14639,1,0.531787,1,0.910837438,0.835447727
14645,1,0.55730265,1,0.910837438,0.835447727
14664,1,0.55730265,1,0.910837438,0.835447727
14669,1,0.5254761,1,0.910837438,0.835447727
14676,1,0.534504,1,0.910837438,0.835447727
14692,1,0.5410651,1,0.910837438,0.835447727
14715,1,0.5534151,1,0.910837438,0.835447727
14720,1,0.5486907,1,0.910837438,0.835447727
14733,1,0.53683335,1,0.910837438,0.835447727
14742,1,0.5346788,1,0.910837438,0.835447727
14769,1,0.55730265,1,0.910837438,0.835447727
14777,1,0.5336871,1,0.910837438,0.835447727
14780,1,0.55730265,1,0.910837438,0.835447727
14782,1,0.49292573,1,0.910837438,0.835447727
14814,1,0.55730265,1,0.910837438,0.835447727
14819,1,0.52471906,1,0.910837438,0.835447727
14838,1,0.5401767,1,0.910837438,0.835447727
14857,1,0.55730265,1,0.910837438,0.835447727
14864,1,0.5023641,1,0.910837438,0.835447727
14866,1,0.53629774,1,0.910837438,0.835447727
14867,1,0.5569098,1,0.910837438,0.835447727
14872,1,0.5535548,1,0.910837438,0.835447727
14876,1,0.5230221,1,0.910837438,0.835447727
14889,1,0.55730265,1,0.910837438,0.835447727
14890,1,0.53018683,1,0.910837438,0.835447727
14902,1,0.53826946,1,0.910837438,0.835447727
14932,1,0.5383582,1,0.910837438,0.835447727
14934,1,0.55730265,1,0.910837438,0.835447727
14966,1,0.55730265,1,0.910837438,0.835447727
14967,1,0.5268614,1,0.910837438,0.835447727
14982,1,0.54630405,1,0.910837438,0.835447727
14989,1,0.55131006,1,0.910837438,0.835447727
14997,1,0.55730265,1,0.910837438,0.835447727
15000,1,0.55730265,1,0.910837438,0.835447727
15011,1,0.49941525,1,0.910837438,0.835447727
15028,1,0.55730265,1,0.910837438,0.835447727
15038,1,0.55730265,1,0.910837438,0.835447727
15042,1,0.525113,1,0.910837438,0.835447727
15046,1,0.55716497,1,0.910837438,0.835447727
15058,1,0.5545382,1,0.910837438,0.835447727
15064,1,0.55730265,1,0.910837438,0.835447727
15072,1,0.54028606,1,0.910837438,0.835447727
15082,1,0.55730265,1,0.910837438,0.835447727
15098,1,0.5298641,1,0.910837438,0.835447727
15104,1,0.5329716,1,0.910837438,0.835447727
15105,1,0.5417522,1,0.910837438,0.835447727
15106,1,0.55730265,1,0.910837438,0.835447727
15116,1,0.55730265,1,0.910837438,0.835447727
15138,1,0.55730265,1,0.910837438,0.835447727
15140,1,0.55730265,1,0.910837438,0.835447727
15144,1,0.55730265,1,0.910837438,0.835447727
15162,1,0.48951563,1,0.910837438,0.835447727
15166,1,0.5294091,1,0.910837438,0.835447727
15181,1,0.45607394,1,0.910837438,0.835447727
15184,1,0.5214011,1,0.910837438,0.835447727
15189,1,0.55730265,1,0.910837438,0.835447727
15202,1,0.55730265,1,0.910837438,0.835447727
15220,1,0.55730265,1,0.910837438,0.835447727
15267,1,0.55730265,1,0.910837438,0.835447727
15280,1,0.55730265,1,0.910837438,0.835447727
15319,1,0.55730265,1,0.910837438,0.835447727
15333,1,0.55730265,1,0.910837438,0.835447727
15334,1,0.532497,1,0.910837438,0.835447727
15350,1,0.55730265,1,0.910837438,0.835447727
15356,1,0.55730265,1,0.910837438,0.835447727
15357,1,0.508368,1,0.910837438,0.835447727
15374,1,0.55730265,1,0.910837438,0.835447727
15387,1,0.55730265,1,0.910837438,0.835447727
15396,1,0.55730265,1,0.910837438,0.835447727
15410,1,0.53448683,1,0.910837438,0.835447727
15420,1,0.55730265,1,0.910837438,0.835447727
15425,1,0.55730265,1,0.910837438,0.835447727
15438,1,0.55730265,1,0.910837438,0.835447727
15444,1,0.55730265,1,0.910837438,0.835447727
15452,1,0.55730265,1,0.910837438,0.835447727
15463,1,0.55730265,1,0.910837438,0.835447727
15481,1,0.55730265,1,0.910837438,0.835447727
15498,1,0.5251377,1,0.910837438,0.835447727
15503,1,0.55730265,1,0.910837438,0.835447727
15507,1,0.55730265,1,0.910837438,0.835447727
15513,1,0.55730265,1,0.910837438,0.835447727
15519,1,0.5264855,1,0.910837438,0.835447727
15526,1,0.53220016,1,0.910837438,0.835447727
15539,1,0.55730265,1,0.910837438,0.835447727
15541,1,0.55730265,1,0.910837438,0.835447727
15551,1,0.55730265,1,0.910837438,0.835447727
15552,1,0.55730265,1,0.910837438,0.835447727
15553,1,0.55730265,1,0.910837438,0.835447727
15560,1,0.55730265,1,0.910837438,0.835447727
15571,1,0.55730265,1,0.910837438,0.835447727
15581,1,0.555543,1,0.910837438,0.835447727
15613,1,0.55730265,1,0.910837438,0.835447727
15624,1,0.55730265,1,0.910837438,0.835447727
15643,1,0.55730265,1,0.910837438,0.835447727
15655,1,0.5264277,1,0.910837438,0.835447727
15660,1,0.55730265,1,0.910837438,0.835447727
15665,1,0.55730265,1,0.910837438,0.835447727
15681,1,0.55730265,1,0.910837438,0.835447727
15700,1,0.55730265,1,0.910837438,0.835447727
15701,1,0.5268971,1,0.910837438,0.835447727
15706,1,0.55730265,1,0.910837438,0.835447727
15726,1,0.55730265,1,0.910837438,0.835447727
15749,1,0.55730265,1,0.910837438,0.835447727
15751,1,0.55730265,1,0.910837438,0.835447727
15757,1,0.4683447,1,0.910837438,0.835447727
15758,1,0.4357415,1,0.910837438,0.835447727
15764,1,0.51843023,1,0.910837438,0.835447727
15777,1,0.5433301,1,0.910837438,0.835447727
15789,1,0.55730265,1,0.910837438,0.835447727
15791,1,0.48860562,1,0.910837438,0.835447727
15825,1,0.55730265,1,0.910837438,0.835447727
15826,1,0.53823066,1,0.910837438,0.835447727
15830,1,0.55730265,1,0.910837438,0.835447727
15838,1,0.55730265,1,0.910837438,0.835447727
15839,1,0.55730265,1,0.910837438,0.835447727
15870,1,0.55730265,1,0.910837438,0.835447727
15880,1,0.55730265,1,0.910837438,0.835447727
15887,1,0.55730265,1,0.910837438,0.835447727
15890,1,0.55730265,1,0.910837438,0.835447727
15901,1,0.55730265,1,0.910837438,0.835447727
15905,1,0.55730265,1,0.910837438,0.835447727
15915,1,0.55730265,1,0.910837438,0.835447727
15934,1,0.55730265,1,0.910837438,0.835447727
15939,1,0.55730265,1,0.910837438,0.835447727
15946,1,0.55730265,1,0.910837438,0.835447727
15954,1,0.55730265,1,0.910837438,0.835447727
15957,1,0.55730265,1,0.910837438,0.835447727
15969,1,0.54322416,1,0.910837438,0.835447727
15976,1,0.55730265,1,0.910837438,0.835447727
15978,1,0.55730265,1,0.910837438,0.835447727
15992,1,0.55730265,1,0.910837438,0.835447727
15999,1,0.55730265,1,0.910837438,0.835447727
16005,1,0.55730265,1,0.910837438,0.835447727
16007,1,0.5087652,1,0.910837438,0.835447727
16009,1,0.51181793,1,0.910837438,0.835447727
16027,1,0.55730265,1,0.910837438,0.835447727
16035,1,0.55730265,1,0.910837438,0.835447727
16040,1,0.55730265,1,0.910837438,0.835447727
16048,1,0.55730265,1,0.910837438,0.835447727
16054,1,0.55730265,1,0.910837438,0.835447727
16058,1,0.55730265,1,0.910837438,0.835447727
16061,1,0.55730265,1,0.910837438,0.835447727
16066,1,0.55730265,1,0.910837438,0.835447727
16072,1,0.49280247,1,0.910837438,0.835447727
16084,1,0.55730265,1,0.910837438,0.835447727
16097,1,0.55730265,1,0.910837438,0.835447727
16101,1,0.55484784,1,0.910837438,0.835447727
16103,1,0.55730265,1,0.910837438,0.835447727
16124,1,0.55730265,1,0.910837438,0.835447727
16129,1,0.55730265,1,0.910837438,0.835447727
16131,1,0.55730265,1,0.910837438,0.835447727
16149,1,0.55730265,1,0.910837438,0.835447727
16156,1,0.55730265,1,0.910837438,0.835447727
16174,1,0.52600014,1,0.910837438,0.835447727
16184,1,0.55730265,1,0.910837438,0.835447727
16185,1,0.55730265,1,0.910837438,0.835447727
16194,1,0.55730265,1,0.910837438,0.835447727
16201,1,0.52669114,1,0.910837438,0.835447727
16224,1,0.56531817,1,0.910837438,0.835447727
16232,1,0.55730265,1,0.910837438,0.835447727
16233,1,0.55730265,1,0.910837438,0.835447727
16248,1,0.55730265,1,0.910837438,0.835447727
16267,1,0.55730265,1,0.910837438,0.835447727
16277,1,0.55730265,1,0.910837438,0.835447727
16282,1,0.55730265,1,0.910837438,0.835447727
16290,1,0.55730265,1,0.910837438,0.835447727
16302,1,0.55730265,1,0.910837438,0.835447727
16336,1,0.55730265,1,0.910837438,0.835447727
16339,1,0.55730265,1,0.910837438,0.835447727
16341,1,0.55730265,1,0.910837438,0.835447727
16342,1,0.55730265,1,0.910837438,0.835447727
16360,1,0.55730265,1,0.910837438,0.835447727
16369,1,0.55730265,1,0.910837438,0.835447727
16371,1,0.55730265,1,0.910837438,0.835447727
16379,0,0,0,0.910837438,0.835447727
16384,0,0.06102233,0,0.910837438,0.835447727
16402,0,0.11242709,0,0.910837438,0.835447727
16429,0,0.10534557,0,0.910837438,0.835447727
16435,0,0.121194445,0,0.910837438,0.835447727
16454,0,0,0,0.910837438,0.835447727
16473,0,0.06143153,0,0.910837438,0.835447727
16484,0,0,0,0.910837438,0.835447727
16519,0,4.80E-05,0,0.910837438,0.835447727
16522,0,0,0,0.910837438,0.835447727
16543,0,0.00568958,0,0.910837438,0.835447727
16547,0,0,0,0.910837438,0.835447727
16564,0,0,0,0.910837438,0.835447727
16565,0,0.002109989,0,0.910837438,0.835447727
16567,0,0.003322889,0,0.910837438,0.835447727
16575,0,0.37970188,1,0.910837438,0.835447727
16587,0,0.008623729,0,0.910837438,0.835447727
16634,0,0,0,0.910837438,0.835447727
16636,0,0.002452484,0,0.910837438,0.835447727
16644,0,0,0,0.910837438,0.835447727
16645,0,0,0,0.910837438,0.835447727
16661,0,8.69E-05,0,0.910837438,0.835447727
16662,0,0.04894194,0,0.910837438,0.835447727
16663,0,0.010773504,0,0.910837438,0.835447727
16687,0,0.001618182,0,0.910837438,0.835447727
16697,0,0.05367213,0,0.910837438,0.835447727
16701,0,0.4751497,1,0.910837438,0.835447727
16705,0,0.12699376,0,0.910837438,0.835447727
16712,0,0,0,0.910837438,0.835447727
16719,0,0,0,0.910837438,0.835447727
16721,1,0.20950826,0,0.910837438,0.835447727
16742,0,0,0,0.910837438,0.835447727
16761,0,0.17460902,0,0.910837438,0.835447727
16768,0,0.000193854,0,0.910837438,0.835447727
16778,0,0.13998267,0,0.910837438,0.835447727
16786,0,9.27E-31,0,0.910837438,0.835447727
16788,0,0,0,0.910837438,0.835447727
16792,0,0,0,0.910837438,0.835447727
16793,0,0,0,0.910837438,0.835447727
16802,0,2.21E-36,0,0.910837438,0.835447727
16811,0,0.042384557,0,0.910837438,0.835447727
16815,0,0.06771426,0,0.910837438,0.835447727
16937,0,0.001132214,0,0.910837438,0.835447727
16951,0,0.3104749,1,0.910837438,0.835447727
16958,0,0,0,0.910837438,0.835447727
16980,1,0.50436765,1,0.910837438,0.835447727
16988,0,0,0,0.910837438,0.835447727
16996,0,0.046310335,0,0.910837438,0.835447727
17013,0,0.010343121,0,0.910837438,0.835447727
17018,0,0,0,0.910837438,0.835447727
17027,0,0.54509664,1,0.910837438,0.835447727
17029,0,0.47079033,1,0.910837438,0.835447727
17068,0,0,0,0.910837438,0.835447727
17073,0,0.001080682,0,0.910837438,0.835447727
17076,0,0.016235879,0,0.910837438,0.835447727
17080,0,0.2699143,0,0.910837438,0.835447727
17098,0,9.89E-11,0,0.910837438,0.835447727
17110,0,0.55730265,1,0.910837438,0.835447727
17132,1,0.50182444,1,0.910837438,0.835447727
17151,0,0.004633798,0,0.910837438,0.835447727
17155,1,0.51156485,1,0.910837438,0.835447727
17164,0,3.49E-06,0,0.910837438,0.835447727
17175,0,0.45024896,1,0.910837438,0.835447727
17222,0,9.04E-07,0,0.910837438,0.835447727
17240,0,1.02E-06,0,0.910837438,0.835447727
17243,0,0,0,0.910837438,0.835447727
17256,0,0,0,0.910837438,0.835447727
17271,0,0,0,0.910837438,0.835447727
17274,0,0,0,0.910837438,0.835447727
17301,0,0.008595813,0,0.910837438,0.835447727
17302,0,0.000830392,0,0.910837438,0.835447727
17305,0,0.1233369,0,0.910837438,0.835447727
17318,0,0.029283924,0,0.910837438,0.835447727
17323,0,0,0,0.910837438,0.835447727
17327,0,0.080060706,0,0.910837438,0.835447727
17333,0,0,0,0.910837438,0.835447727
17335,0,0.008308864,0,0.910837438,0.835447727
17348,0,0,0,0.910837438,0.835447727
17357,1,0.49232423,1,0.910837438,0.835447727
17375,0,0.010165113,0,0.910837438,0.835447727
17384,0,0,0,0.910837438,0.835447727
17406,1,0.5146203,1,0.910837438,0.835447727
17437,0,0,0,0.910837438,0.835447727
17471,0,0.001197005,0,0.910837438,0.835447727
17477,0,0.000592738,0,0.910837438,0.835447727
17505,0,1.21E-29,0,0.910837438,0.835447727
17547,0,0,0,0.910837438,0.835447727
17548,0,0,0,0.910837438,0.835447727
17549,1,0.3406985,1,0.910837438,0.835447727
17552,0,0.49176154,1,0.910837438,0.835447727
17558,0,1.60E-25,0,0.910837438,0.835447727
17559,0,0.027224848,0,0.910837438,0.835447727
17571,0,0,0,0.910837438,0.835447727
17583,0,0.007515815,0,0.910837438,0.835447727
17598,0,0,0,0.910837438,0.835447727
17605,0,0,0,0.910837438,0.835447727
17609,0,0,0,0.910837438,0.835447727
17612,0,0,0,0.910837438,0.835447727
17623,0,0,0,0.910837438,0.835447727
17637,0,0,0,0.910837438,0.835447727
17659,0,0.015827011,0,0.910837438,0.835447727
17662,0,0.45280194,1,0.910837438,0.835447727
17664,1,0.5053437,1,0.910837438,0.835447727
17680,0,0.5116841,1,0.910837438,0.835447727
17684,0,2.30E-21,0,0.910837438,0.835447727
17686,0,1.61E-08,0,0.910837438,0.835447727
17742,0,2.36E-14,0,0.910837438,0.835447727
17752,0,0.00735292,0,0.910837438,0.835447727
17761,0,0.04853776,0,0.910837438,0.835447727
17776,0,0.1600204,0,0.910837438,0.835447727
17787,0,0,0,0.910837438,0.835447727
17807,1,0.56302,1,0.910837438,0.835447727
17814,1,0.5309577,1,0.910837438,0.835447727
17826,0,0.03400189,0,0.910837438,0.835447727
17834,0,0,0,0.910837438,0.835447727
17848,0,0.006293876,0,0.910837438,0.835447727
17849,0,1.61E-16,0,0.910837438,0.835447727
17857,0,0.55730265,1,0.910837438,0.835447727
17875,1,0.5380187,1,0.910837438,0.835447727
17877,1,0.535997,1,0.910837438,0.835447727
17879,0,0.49845424,1,0.910837438,0.835447727
17899,0,0.018322479,0,0.910837438,0.835447727
17910,0,0,0,0.910837438,0.835447727
17917,0,0,0,0.910837438,0.835447727
17929,0,0.000191674,0,0.910837438,0.835447727
17932,1,0.45287848,1,0.910837438,0.835447727
17937,1,0.48154986,1,0.910837438,0.835447727
17945,1,0.51714104,1,0.910837438,0.835447727
17951,0,4.61E-05,0,0.910837438,0.835447727
17957,0,0.006246443,0,0.910837438,0.835447727
17963,0,0,0,0.910837438,0.835447727
17971,0,0.47614715,1,0.910837438,0.835447727
17977,0,0.44231054,1,0.910837438,0.835447727
17994,0,0.28091928,0,0.910837438,0.835447727
18005,0,0.0752914,0,0.910837438,0.835447727
18021,0,0.002563485,0,0.910837438,0.835447727
18025,0,0,0,0.910837438,0.835447727
18026,0,0.010547293,0,0.910837438,0.835447727
18031,0,0,0,0.910837438,0.835447727
18044,0,0.21406077,0,0.910837438,0.835447727
18048,0,0,0,0.910837438,0.835447727
18085,0,0,0,0.910837438,0.835447727
18135,0,2.03E-29,0,0.910837438,0.835447727
18161,0,0.024473114,0,0.910837438,0.835447727
18177,0,6.95E-05,0,0.910837438,0.835447727
18185,0,5.22E-14,0,0.910837438,0.835447727
18187,0,0.001996413,0,0.910837438,0.835447727
18203,0,0.3310832,1,0.910837438,0.835447727
18222,0,1.71E-31,0,0.910837438,0.835447727
18229,0,2.19E-37,0,0.910837438,0.835447727
18231,0,0.35263926,1,0.910837438,0.835447727
18258,0,0,0,0.910837438,0.835447727
18262,0,0,0,0.910837438,0.835447727
18269,0,7.20E-05,0,0.910837438,0.835447727
18276,0,2.95E-11,0,0.910837438,0.835447727
18280,1,0.55730265,1,0.910837438,0.835447727
18290,0,0.07974862,0,0.910837438,0.835447727
18308,0,0.054287687,0,0.910837438,0.835447727
18312,0,0,0,0.910837438,0.835447727
18339,0,0.25637874,0,0.910837438,0.835447727
18355,1,0.55730265,1,0.910837438,0.835447727
18361,1,0.3975931,1,0.910837438,0.835447727
18365,0,0,0,0.910837438,0.835447727
18378,0,0.35397562,1,0.910837438,0.835447727
18401,0,0.23064914,0,0.910837438,0.835447727
18419,1,0.55730265,1,0.910837438,0.835447727
18422,0,2.90E-38,0,0.910837438,0.835447727
18434,0,0.13878964,0,0.910837438,0.835447727
18447,0,0,0,0.910837438,0.835447727
18448,0,0.49467087,1,0.910837438,0.835447727
18453,0,0.55730265,1,0.910837438,0.835447727
18457,0,0.36451498,1,0.910837438,0.835447727
18506,0,3.05E-11,0,0.910837438,0.835447727
18507,0,0.49880102,1,0.910837438,0.835447727
18522,0,0.44916293,1,0.910837438,0.835447727
18536,1,0.55730265,1,0.910837438,0.835447727
18546,0,0.3271831,1,0.910837438,0.835447727
18583,0,0,0,0.910837438,0.835447727
18595,0,0,0,0.910837438,0.835447727
18599,0,0,0,0.910837438,0.835447727
18611,0,0,0,0.910837438,0.835447727
18621,0,0,0,0.910837438,0.835447727
18622,0,0,0,0.910837438,0.835447727
18626,0,0,0,0.910837438,0.835447727
18635,0,0,0,0.910837438,0.835447727
18638,0,0,0,0.910837438,0.835447727
18645,0,0,0,0.910837438,0.835447727
18651,0,0,0,0.910837438,0.835447727
18654,0,0,0,0.910837438,0.835447727
18682,0,0,0,0.910837438,0.835447727
18684,0,0,0,0.910837438,0.835447727
18689,0,0,0,0.910837438,0.835447727
18691,0,0,0,0.910837438,0.835447727
18694,0,0,0,0.910837438,0.835447727
18707,0,0.13072872,0,0.910837438,0.835447727
18709,0,0.013477192,0,0.910837438,0.835447727
18723,0,0.08820495,0,0.910837438,0.835447727
18730,0,0,0,0.910837438,0.835447727
18738,1,0.49671382,1,0.910837438,0.835447727
18776,0,0.11745719,0,0.910837438,0.835447727
18779,0,0.07373474,0,0.910837438,0.835447727
18801,0,9.90E-05,0,0.910837438,0.835447727
18806,0,0.044549927,0,0.910837438,0.835447727
18825,0,0.003761261,0,0.910837438,0.835447727
18827,0,0.55730265,1,0.910837438,0.835447727
18856,0,0,0,0.910837438,0.835447727
18871,0,0,0,0.910837438,0.835447727
18877,0,0,0,0.910837438,0.835447727
18880,0,0.09238537,0,0.910837438,0.835447727
18885,0,0.120151244,0,0.910837438,0.835447727
18894,0,0.007371092,0,0.910837438,0.835447727
18917,0,9.79E-05,0,0.910837438,0.835447727
18922,0,0,0,0.910837438,0.835447727
18924,0,0.008253214,0,0.910837438,0.835447727
18931,1,0.51161915,1,0.910837438,0.835447727
18939,0,0.121382184,0,0.910837438,0.835447727
18940,0,0,0,0.910837438,0.835447727
18951,0,0,0,0.910837438,0.835447727
18955,0,0,0,0.910837438,0.835447727
18974,0,1.35E-09,0,0.910837438,0.835447727
18980,0,5.48E-14,0,0.910837438,0.835447727
18983,0,0.40595093,1,0.910837438,0.835447727
18996,0,0,0,0.910837438,0.835447727
18999,0,0,0,0.910837438,0.835447727
19003,0,3.44E-32,0,0.910837438,0.835447727
19018,0,0.001487093,0,0.910837438,0.835447727
19021,0,0.17573881,0,0.910837438,0.835447727
19030,0,1.23E-21,0,0.910837438,0.835447727
19085,0,0.07404669,0,0.910837438,0.835447727
19110,0,0,0,0.910837438,0.835447727
19124,0,1.57E-26,0,0.910837438,0.835447727
19130,0,2.23E-20,0,0.910837438,0.835447727
